itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
99764864,GOODLIFE-LYCHEE-LITCHI PET 150 ML,134,SOFT DRINKS-NP,GOODLIFE BEVERAGE-NEPAL,GOODLIFE,PET,LYCHEE,,150,ML,150.000 ML,202303
99764865,GOPI BADAM MILK DRINK-ALMOND-BADAM MILK DRINK CAN 180 ML,134,SOFT DRINKS-NP,SURYODAYA DAIRY UDHYOG-NEPAL,GOPI BADAM MILK DRINK,CAN,ALMOND,,180,ML,180.000 ML,202303
99764883,POWER PUNCH--CAN 330 ML,134,SOFT DRINKS-NP,TRIVENI FOOD & BEVERAGE-NP,POWER PUNCH,CAN,,,330,ML,330.000 ML,202303
99764884,REAL FRUIT POWER-GRAPE-GRAPE TPK 1000 ML,134,SOFT DRINKS-NP,DABUR INDIA LTD.- INDIA,REAL FRUIT POWER,TPK,GRAPE,,1000,ML,1000.000 ML,202303
99764899,JOINER-BLACK CURRANT-BLACK CURRANT PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,BLACK CURRANT,,320,ML,320.000 ML,202303
99764900,JOINER-STRAWBERRY-STRAWBERRY PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,STRAWBERRY,,320,ML,320.000 ML,202303
99764901,JOINER-MANGO-MANGO PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,MANGO,,320,ML,320.000 ML,202303
99764902,JOINER-PEACH-PEACH PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,PEACH,,320,ML,320.000 ML,202303
99764903,JOINER-GRAPE-GRAPE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,GRAPE,,320,ML,320.000 ML,202303
99764904,JOINER-POMEGRANATE-POMEGRANATE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,POMEGRANATE,,320,ML,320.000 ML,202303
99764905,CHABAA-MIXED FRUIT-MANGO & PEACH WITH PEACH FLESH CAN 230 ML,134,SOFT DRINKS-NP,CHABAA CO. LTD - THAILAND,CHABAA,CAN,MIXED FRUIT,,230,ML,230.000 ML,202303
99764906,CHABAA-COCONUT-COCONUT CAN 230 ML,134,SOFT DRINKS-NP,CHABAA CO. LTD - THAILAND,CHABAA,CAN,COCONUT,,230,ML,230.000 ML,202303
99764928,POWER PUNCH--ORIGINAL CAN 250 ML,134,SOFT DRINKS-NP,TRIVENI FOOD & BEVERAGE-NP,POWER PUNCH,CAN,,,250,ML,250.000 ML,202303
99764931,FRUIT GEMS-MANGO-MANGO PET 320 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,PET,MANGO,,320,ML,320.000 ML,202304
99764932,KEMPTY LITCHI-LYCHEE-LITCHI PET 150 ML+20 ML FREE,134,SOFT DRINKS-NP,PRAGATI CHEMICAL-INDIA,KEMPTY LITCHI,PET,LYCHEE,,170,ML,150.000 ML,202304
99764938,FRUTOLA-MANGO-MANGO PET 100 ML,134,SOFT DRINKS-NP,SHREE RAM FOOD PRODUCT-INDIA,FRUTOLA,PET,MANGO,,100,ML,100.000 ML,202304
99764939,MAAZA-MANGO-MANGO PET 1000 ML,134,SOFT DRINKS-NP,COCA COLA COMPANY IMPRTD-IMPTD,MAAZA,PET,MANGO,,1000,ML,1000.000 ML,202304
99764942,PRAN-LYCHEE-LITCHI PET 125 ML,134,SOFT DRINKS-NP,ODAT BEVERAGE PVT LTD-NEPAL,PRAN,PET,LYCHEE,,125,ML,125.000 ML,202304
99764943,KI BU COLA-COLA-COLA CAN 180 ML,134,SOFT DRINKS-NP,LIFE FOOD & BEVERAGE-NEPAL,KI BU COLA,CAN,COLA,,180,ML,180.000 ML,202304
99764948,FRUIT GEMS-CANTALOUPE-CANTALOUPE PET 320 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,PET,CANTALOUPE,,320,ML,320.000 ML,202304
99764950,ROAR LION--TPK 200 ML,134,SOFT DRINKS-NP,AMRAPALI BEVERAGE-NEPAL,ROAR LION,TPK,,,200,ML,200.000 ML,202304
99764951,Q--PET 1000 ML,134,SOFT DRINKS-NP,DHITAL NATURAL WATER UDYG-NPL,Q,PET,,,1000,ML,1000.000 ML,202304
99764952,RED BALL--CAN 250 ML,134,SOFT DRINKS-NP,DUWAL BROTHERS-NEPAL,RED BALL,CAN,,,250,ML,250.000 ML,202304
99764953,NESCAFE CHOCO MOCHA-CHOCOLATE-CHOCO MOCHA TPK 180 ML,134,SOFT DRINKS-NP,NESTLE INDIA LTD. - INDIA,NESCAFE CHOCO MOCHA,TPK,CHOCOLATE,,180,ML,180.000 ML,202304
99764954,A-STAR MANGO-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,SHAKUNTLA INDUSTRIES-INDIA,A-STAR MANGO,TPK,MANGO,,200,ML,200.000 ML,202304
99764955,JABDI JAL--PET 1000 ML,134,SOFT DRINKS-NP,OM KRISHNA FOOD & BEVERAGE-NEPAL,JABDI JAL,PET,,,1000,ML,1000.000 ML,202304
99764956,C LIGHT-GUAVA-GUAVA CAN 240 ML,134,SOFT DRINKS-NP,INTER DRINKS CO. LTD.-THAILAND,C LIGHT,CAN,GUAVA,,240,ML,240.000 ML,202304
99764957,RIO JUCILO-MANGO & PAPAYA-MANGO PAPAYA TPK 180 ML+20 ML FREE,134,SOFT DRINKS-NP,CHAUDHARY GROUP - NEPAL,RIO JUCILO,TPK,MANGO & PAPAYA,,200,ML,180.000 ML,202304
99764958,DIBYA AQUA--PET 500 ML,134,SOFT DRINKS-NP,DIBYASWORI JAL UDHYOG-NEPAL,DIBYA AQUA,PET,,,500,ML,500.000 ML,202304
99764960,OUR CHOICE--PET 1000 ML,134,SOFT DRINKS-NP,MOTHERLAND AGRICULTURE INDUSTRIES-NP,OUR CHOICE,PET,,,1000,ML,1000.000 ML,202304
99764961,NATURALS-ORANGE-ORANGE CAN 250 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,NATURALS,CAN,ORANGE,,250,ML,250.000 ML,202304
99764962,NATURALS-PINEAPPLE-PINEAPPLE CAN 250 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,NATURALS,CAN,PINEAPPLE,,250,ML,250.000 ML,202304
99764964,H2O--PET 1000 ML,134,SOFT DRINKS-NP,BHAIRAV BEVERAGE UDHYOG-NEPAL,H2O,PET,,,1000,ML,1000.000 ML,202304
99764965,OXY GAIN--PET 1000 ML,134,SOFT DRINKS-NP,NATURAL BEVERAGE-NEPAL,OXY GAIN,PET,,,1000,ML,1000.000 ML,202304
99764974,FRUIT HIT-MANGO-MANGO TPK 200 ML,134,SOFT DRINKS-NP,AMAANZA AGRO INDIA PVT LTD-INDIA,FRUIT HIT,TPK,MANGO,,200,ML,200.000 ML,202305
99764975,FRUTOLA-LYCHEE-LITCHI PET 100 ML,134,SOFT DRINKS-NP,SHREE RAM FOOD PRODUCT-INDIA,FRUTOLA,PET,LYCHEE,,100,ML,100.000 ML,202305
99764976,AMRAPALI KOOL-MANGO-ALPHONSO MANGO TPK 180 ML+20 ML FREE,134,SOFT DRINKS-NP,AMRAPALI BEVERAGE-NEPAL,AMRAPALI KOOL,TPK,MANGO,,200,ML,180.000 ML,202305
99764977,TRISHNA GOLD--PET 1000 ML,134,SOFT DRINKS-NP,SHREEJEE FOOD & BEVERAGE IND.-NEPAL,TRISHNA GOLD,PET,,,1000,ML,1000.000 ML,202305
99764978,TRISHNA GOLD--PET 500 ML,134,SOFT DRINKS-NP,SHREEJEE FOOD & BEVERAGE IND.-NEPAL,TRISHNA GOLD,PET,,,500,ML,500.000 ML,202305
99764979,DUDH KOSHI--PET 1000 ML,134,SOFT DRINKS-NP,INDRAWATI PET & BEVERAGE IND.-NEPAL,DUDH KOSHI,PET,,,1000,ML,1000.000 ML,202305
99764984,POKHRELI--PET 1000 ML,134,SOFT DRINKS-NP,AAKAR FOOD & BEVERAGE-NEPAL,POKHRELI,PET,,,1000,ML,1000.000 ML,202305
99764985,AQUA MILD--PET 1000 ML,134,SOFT DRINKS-NP,MOON LIGHT SPRING MNRL WTR-NPL,AQUA MILD,PET,,,1000,ML,1000.000 ML,202305
99764986,KI BU GOLD--GOLD CAN 180 ML,134,SOFT DRINKS-NP,LIFE FOOD & BEVERAGE-NEPAL,KI BU GOLD,CAN,,,180,ML,180.000 ML,202305
99764987,NATURALS-LYCHEE-LYCHEE CAN 250 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,NATURALS,CAN,LYCHEE,,250,ML,250.000 ML,202305
99764989,TIGER SHARK--CAN 250 ML,134,SOFT DRINKS-NP,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK,CAN,,,250,ML,250.000 ML,202305
99764990,SOLTINI--PET 1000 ML,134,SOFT DRINKS-NP,ANNAPURNA FOOD & BEVERAGE-NEPL,SOLTINI,PET,,,1000,ML,1000.000 ML,202305
99764992,SARLAHI REFRESH--PET 1000 ML,134,SOFT DRINKS-NP,JAY HANUMAN DRINKING WATER UDHYOG-NP,SARLAHI REFRESH,PET,,,1000,ML,1000.000 ML,202305
99764993,FROOTI-MANGO-MANGO PET 250 ML,134,SOFT DRINKS-NP,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,PET,MANGO,,250,ML,250.000 ML,202305
99764994,FROOTI-MANGO-MANGO PET 500 ML,134,SOFT DRINKS-NP,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,PET,MANGO,,500,ML,500.000 ML,202305
99764995,HYGEN MANIA-MANGO-MANGO PET 1000 ML,134,SOFT DRINKS-NP,HYGEN PACKS NEPAL PVT LTD-NEPAL,HYGEN MANIA,PET,MANGO,,1000,ML,1000.000 ML,202305
99764999,RAUTA--PET 500 ML,134,SOFT DRINKS-NP,RAUTA SPRING WATER-NEPAL,RAUTA,PET,,,500,ML,500.000 ML,202305
99765004,MOO BADAM DRINK-ALMOND-BADAM & SAFFRON DRINK CAN 180 ML,134,SOFT DRINKS-NP,MARUTI DAIRY PRODUCT-NEPAL,MOO BADAM DRINK,CAN,ALMOND,,180,ML,180.000 ML,202305
99765005,AQUA Q--JAR 19000 ML,134,SOFT DRINKS-NP,BLUEPINE MINERAL WATER-NEPAL,AQUA Q,JAR,,,19000,ML,19000.000 ML,202305
99765006,FROOTI-MANGO-MANGO PET 150 ML,134,SOFT DRINKS-NP,SOUTH ASIAN BEVERAGES P. LTD-NEPAL,FROOTI,PET,MANGO,,150,ML,150.000 ML,202306
99765007,AQUA PURE--PET 1000 ML,134,SOFT DRINKS-NP,T.R. INTERNATIONAL GROUP P.LTD-NPL,AQUA PURE,PET,,,1000,ML,1000.000 ML,202306
99765008,MOUNTAIN MIST--JAR 20000 ML,134,SOFT DRINKS-NP,BAJARANG MINERAL WATER INDUS-NPL,MOUNTAIN MIST,JAR,,,20000,ML,20000.000 ML,202306
99765010,FORBES SPRING--PET 1000 ML,134,SOFT DRINKS-NP,PRASID WATER SOLUTION PVT LTD-NP,FORBES SPRING,PET,,,1000,ML,1000.000 ML,202306
99765011,SAMABESHI--PET 1000 ML,134,SOFT DRINKS-NP,MAHALAXMI JAL UDHYOG-NEPAL,SAMABESHI,PET,,,1000,ML,1000.000 ML,202306
99765012,MILK-O BADAM'S COOL DRINK-ALMOND-BADAM & SAFFRON DRINK CAN 180 ML,134,SOFT DRINKS-NP,MARUTI DAIRY PRODUCT-NEPAL,MILK-O BADAM'S COOL DRINK,CAN,ALMOND,,180,ML,180.000 ML,202306
99765013,FUNLIPS LITCHI-LYCHEE-LITCHI PET 170 ML,134,SOFT DRINKS-NP,ASHISH ENTERPRISE-INDIA,FUNLIPS LITCHI,PET,LYCHEE,,170,ML,170.000 ML,202306
99765016,FROOTI-MANGO-MANGO PET 600 ML,134,SOFT DRINKS-NP,PARLE AGRO PVT LTD-INDIA,FROOTI,PET,MANGO,,600,ML,600.000 ML,202306
99765017,REAL FRUIT POWER-GUAVA-GUAVA PET 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,GUAVA,,1000,ML,1000.000 ML,202306
99765018,REAL FRUIT POWER-LYCHEE-LITCHI PET 1000 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,LYCHEE,,1000,ML,1000.000 ML,202306
99765019,SLICE-MANGO-PET 200 ML,134,SOFT DRINKS-NP,VARUN BEVERAGE -NEPAL,SLICE,PET,MANGO,,200,ML,200.000 ML,202306
99765020,MOON--PET 1000 ML,134,SOFT DRINKS-NP,RIMJHIM INDUSTRIES & BEVERAGE-NPL,MOON,PET,,,1000,ML,1000.000 ML,202306
99765021,AAHANA--PET 1000 ML,134,SOFT DRINKS-NP,UNIVERSAL DRINKNG WATR INDS-NP,AAHANA,PET,,,1000,ML,1000.000 ML,202306
99765022,JUSICA-MANGO-MANGO PET 250 ML,134,SOFT DRINKS-NP,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JUSICA,PET,MANGO,,250,ML,250.000 ML,202306
99765023,JUSICA-MANGO-MANGO PET 500 ML,134,SOFT DRINKS-NP,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JUSICA,PET,MANGO,,500,ML,500.000 ML,202306
99765024,MAUREPANI--PET 1000 ML,134,SOFT DRINKS-NP,PURE PLUS SINDHULI BEVERAGES-NEPAL,MAUREPANI,PET,,,1000,ML,1000.000 ML,202306
99765025,AQUA MB--PET 900 ML,134,SOFT DRINKS-NP,MB BEVERAGE UDHYOG-NEPAL,AQUA MB,PET,,,900,ML,900.000 ML,202306
99765026,REAL FRUIT POWER-GUAVA-GUAVA PET 200 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,GUAVA,,200,ML,200.000 ML,202306
99765027,REAL FRUIT POWER-LYCHEE-LITCHI PET 200 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,LYCHEE,,200,ML,200.000 ML,202306
99765028,FRUIT JUMP-PINEAPPLE-PINEAPPLE TPK 200 ML,134,SOFT DRINKS-NP,FRUIT AGRO PRODUCT-NEPAL,FRUIT JUMP,TPK,PINEAPPLE,,200,ML,200.000 ML,202306
99765029,HIMALIYA--PET 1000 ML,134,SOFT DRINKS-NP,SMART PRASODHIT PANI UDHYOG-NP,HIMALIYA,PET,,,1000,ML,1000.000 ML,202306
99765030,KALYAN JAL--PET 1000 ML,134,SOFT DRINKS-NP,KALYAN JAL UDHYOG-NEPAL,KALYAN JAL,PET,,,1000,ML,1000.000 ML,202306
99765031,AAYUSHMA--PET 1000 ML,134,SOFT DRINKS-NP,AAYUSHMA DRINKING WATER UDYOG-NP,AAYUSHMA,PET,,,1000,ML,1000.000 ML,202306
99765032,BLUES SPRING--PET 1000 ML,134,SOFT DRINKS-NP,WAVE NEPAL PVT LTD-NEPAL,BLUES SPRING,PET,,,1000,ML,1000.000 ML,202306
99765033,FRUIT GEMS-GUAVA-PINK GUAVA PET 320 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,PET,GUAVA,,320,ML,320.000 ML,202306
99765034,DUWAL LITCHI-LYCHEE-LITCHI PET 150 ML,134,SOFT DRINKS-NP,DUWAL BROTHERS-NEPAL,DUWAL LITCHI,PET,LYCHEE,,150,ML,150.000 ML,202306
99765038,AQUA N.B--PET 1000 ML,134,SOFT DRINKS-NP,NARAYAN BEVERAGE UDHYOG-NPL,AQUA N.B,PET,,,1000,ML,1000.000 ML,202306
99765040,UTTAM--PET 1000 ML,134,SOFT DRINKS-NP,UTTAM JAL MINERAL WATER-NEPAL,UTTAM,PET,,,1000,ML,1000.000 ML,202306
99765041,REAL FRUIT POWER-LYCHEE-LITCHI PET 500 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,LYCHEE,,500,ML,500.000 ML,202306
99765044,SWAAD LITCHI DRINK-LYCHEE-LITCHI PET 125 ML+25 ML FREE,134,SOFT DRINKS-NP,NEPAL SOFT DRINKS UDHYOG-NEPAL,SWAAD LITCHI DRINK,PET,LYCHEE,,150,ML,125.000 ML,202307
99765045,AQUA DIAMOND--PET 1000 ML,134,SOFT DRINKS-NP,SUNSARI FOOD & BEVERAGE UDHYOG-NP,AQUA DIAMOND,PET,,,1000,ML,1000.000 ML,202307
99765046,KGN--JAR 20000 ML,134,SOFT DRINKS-NP,KGN DRINKING WATER INDUSTRIES-NPL,KGN,JAR,,,20000,ML,20000.000 ML,202307
99765048,JOINER-APPLE-RED APPLE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,APPLE,,320,ML,320.000 ML,202307
99765049,JOINER-ORANGE-ORANGE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,ORANGE,,320,ML,320.000 ML,202307
99765050,GLAZE--PET 1000 ML,134,SOFT DRINKS-NP,POKHARA NATURAL FOOD & BEVERAGE-NP,GLAZE,PET,,,1000,ML,1000.000 ML,202307
99765051,GAUSHALA BISLERY--PET 1000 ML,134,SOFT DRINKS-NP,GAUSHALA BISLERY COMPANY P. LTD-NEPAL,GAUSHALA BISLERY,PET,,,1000,ML,1000.000 ML,202307
99765052,JOINER-LYCHEE-LYCHEE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,LYCHEE,,320,ML,320.000 ML,202307
99765053,JOINER-CANTALOUPE-CANTALOUPE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,CANTALOUPE,,320,ML,320.000 ML,202307
99765055,JOINER-PINEAPPLE-PINEAPPLE PET 320 ML,134,SOFT DRINKS-NP,THAI VICTOR FOOD CO.LTD-THAILAND,JOINER,PET,PINEAPPLE,,320,ML,320.000 ML,202307
99765057,SUHANA--PET 1000 ML,134,SOFT DRINKS-NP,AQUA EVEREST SPRING WATER-NEPAL,SUHANA,PET,,,1000,ML,1000.000 ML,202307
99765058,MANIA WILD--CAN 250 ML+80 ML EXTRA,134,SOFT DRINKS-NP,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA WILD,CAN,,,330,ML,250.000 ML,202307
99765059,HYGEN MANIA BADAM DRINK-ALMOND-BADAM DRINK CAN 180 ML,134,SOFT DRINKS-NP,SURYODAYA DAIRY UDHYOG-NEPAL,HYGEN MANIA BADAM DRINK,CAN,ALMOND,,180,ML,180.000 ML,202307
99765063,LAKECITY--JAR 20000 ML,134,SOFT DRINKS-NP,LEKHANATH FOOD BEVERAGE- NEPAL,LAKECITY,JAR,,,20000,ML,20000.000 ML,202307
99765065,VODA--PET 1000 ML,134,SOFT DRINKS-NP,VIBHA BEVERAGES PVT LTD-NEPAL,VODA,PET,,,1000,ML,1000.000 ML,202307
99765066,BALAJI--PET 500 ML,134,SOFT DRINKS-NP,BALAJI DRINKING WATER UDHYG-NP,BALAJI,PET,,,500,ML,500.000 ML,202307
99765067,BALLA--PET 1000 ML,134,SOFT DRINKS-NP,DIBYASWORI JAL UDHYOG-NEPAL,BALLA,PET,,,1000,ML,1000.000 ML,202307
99765068,GORKHALI--PET 500 ML,134,SOFT DRINKS-NP,G3 BEVERAGE PVT LTD-NEPAL,GORKHALI,PET,,,500,ML,500.000 ML,202307
99765070,REAL FRUIT POWER-GUAVA-GUAVA PET 500 ML,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,PET,GUAVA,,500,ML,500.000 ML,202307
99765071,SLICE-MANGO-PET 250 ML,134,SOFT DRINKS-NP,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,PET,MANGO,,250,ML,250.000 ML,202307
99765074,SLICE-MANGO-PET 200 ML,134,SOFT DRINKS-NP,PEPSI COLA CMPNY IMPRTD-IMPRTD,SLICE,PET,MANGO,,200,ML,200.000 ML,202308
99765077,PARSA--PET 1000 ML,134,SOFT DRINKS-NP,RAJAN PANI UDHYOG-NEPAL,PARSA,PET,,,1000,ML,1000.000 ML,202308
99765078,PALOMA-PEACH & MANGO-PET 300 ML,134,SOFT DRINKS-NP,SABARAT AGRO PVT. LTD.-NEPAL,PALOMA,PET,PEACH & MANGO,,300,ML,300.000 ML,202308
99765080,SETI JAL--PET 1000 ML,134,SOFT DRINKS-NP,SETI BEVERAGE INDUSTRIES-NEPAL,SETI JAL,PET,,,1000,ML,1000.000 ML,202309
99765082,OASIS JAL--PET 500 ML,134,SOFT DRINKS-NP,OM PATHIBHARA FOOD & BEV-NP,OASIS JAL,PET,,,500,ML,500.000 ML,202309
99765083,"RIO KIDS LUV-MIXED FRUIT-APPLE,BERRY,CHERRY TPK 200 ML",134,SOFT DRINKS-NP,CHAUDHARY GROUP - NEPAL,RIO KIDS LUV,TPK,MIXED FRUIT,,200,ML,200.000 ML,202309
99765084,SITAZ BOOST-MANGO-MANGO PET 500 ML,134,SOFT DRINKS-NP,SITAZ FOOD & BEVERAGE INDUSTRY-NP,SITAZ BOOST,PET,MANGO,,500,ML,500.000 ML,202309
99765085,REBOOST--CAN 250 ML,134,SOFT DRINKS-NP,LIFE FOOD & BEVERAGE-NEPAL,REBOOST,CAN,,,250,ML,250.000 ML,202309
99765087,GLAZE--PET 500 ML,134,SOFT DRINKS-NP,POKHARA NATURAL FOOD & BEVERAGE-NP,GLAZE,PET,,,500,ML,500.000 ML,202309
99765089,DHANKUTELI MULKO--PET 750 ML+100 ML FREE,134,SOFT DRINKS-NP,DHANKUTA AGRO TOURISM & FUN VALLEY-NPL,DHANKUTELI MULKO,PET,,,850,ML,750.000 ML,202309
99765092,LIFE CARE--PET 500 ML,134,SOFT DRINKS-NP,PRAKASH BEVERAGE-NEPAL,LIFE CARE,PET,,,500,ML,500.000 ML,202310
99765093,BRILLIANCE--PET 1000 ML,134,SOFT DRINKS-NP,POKHARA NATURAL FOOD & BEVERAGE-NP,BRILLIANCE,PET,,,1000,ML,1000.000 ML,202310
99765095,FRUIT GEMS-BLACK CURRANT-BLACK CURRANT PET 320 ML,134,SOFT DRINKS-NP,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,PET,BLACK CURRANT,,320,ML,320.000 ML,202310
99765096,AQUA JUGAL--PET 1000 ML,134,SOFT DRINKS-NP,AQUA JUGAL-NEPAL,AQUA JUGAL,PET,,,1000,ML,1000.000 ML,202310
99765098,DROP--PET 1000 ML,134,SOFT DRINKS-NP,ASP NATURAL RESOURCES PVT LTD-NEPAL,DROP,PET,,,1000,ML,1000.000 ML,202311
99765099,DOOIT-GUAVA-GUAVA TPK 200 ML,134,SOFT DRINKS-NP,DUGAR FOOD & BEVERAGE-NEPAL,DOOIT,TPK,GUAVA,,200,ML,200.000 ML,202311
99765100,KI BU CLASSIC--CLASSIC CAN 250 ML,134,SOFT DRINKS-NP,LIFE FOOD & BEVERAGE-NEPAL,KI BU CLASSIC,CAN,,,250,ML,250.000 ML,202311
99765109,PRAN POWER--CAN 250 ML,134,SOFT DRINKS-NP,LS WATER & BEVERAGE-NEPAL,PRAN POWER,CAN,,,250,ML,250.000 ML,202311
99765110,AQUA RAJDHANI--PET 1000 ML,134,SOFT DRINKS-NP,A-ONE POLYMERS & BEVERAGE-NP,AQUA RAJDHANI,PET,,,1000,ML,1000.000 ML,202312
99765112,EPI AQUA WATER KING--PET 1000 ML,134,SOFT DRINKS-NP,THE BINDESHWORI DRK WTR&BVG-NP,EPI AQUA WATER KING,PET,,,1000,ML,1000.000 ML,202312
99765113,AQUA SUNAKHARI--PET 1000 ML,134,SOFT DRINKS-NP,SALAMBHU FOOD AND BEVERAGE-NEPAL,AQUA SUNAKHARI,PET,,,1000,ML,1000.000 ML,202401
99765114,AQUA MOON--JAR 19000 ML,134,SOFT DRINKS-NP,GANESH HIMAL KHANEPANI PVT LTD-NPL,AQUA MOON,JAR,,,19000,ML,19000.000 ML,202401
99765115,AQUA COOL--JAR 19000 ML,134,SOFT DRINKS-NP,DANFE MINERAL WATER P LTD-NPL,AQUA COOL,JAR,,,19000,ML,19000.000 ML,202401
99765116,AQUA NIRMAL--JAR 19000 ML,134,SOFT DRINKS-NP,QUALITY KHANEPANI PVT LTD-NPL,AQUA NIRMAL,JAR,,,19000,ML,19000.000 ML,202401
99765117,CAVINS VANILLA MILKSHAKE-VANILLA-VANILLA MILKSHAKE TPK 170 ML,134,SOFT DRINKS-NP,CAVIN KARE LTD - INDIA,CAVINS VANILLA MILKSHAKE,TPK,VANILLA,,170,ML,170.000 ML,202401
99765118,REAL FRUIT POWER-MIXED FRUIT-MIXED FRUIT TPK 1000 ML+REAL APPLE 180 ML FREE,134,SOFT DRINKS-NP,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,TPK,MIXED FRUIT,,1000,ML,1000.000 ML,202401
99765119,GOPALA FRESHO-PINEAPPLE-PINEAPPLE CAN 250 ML,134,SOFT DRINKS-NP,MARUTI DAIRY PRODUCT-NEPAL,GOPALA FRESHO,CAN,PINEAPPLE,,250,ML,250.000 ML,202401
99765120,GOPALA FRESHO-MIXED FRUIT-MIXED FRUIT CAN 250 ML,134,SOFT DRINKS-NP,MARUTI DAIRY PRODUCT-NEPAL,GOPALA FRESHO,CAN,MIXED FRUIT,,250,ML,250.000 ML,202401
99765121,PAPER BOAT SWING-LYCHEE-LUSH LYCHEE PPH 125 ML,134,SOFT DRINKS-NP,HECTOR BEVERAGES PVT LTD-INDIA,PAPER BOAT SWING,PPH,LYCHEE,,125,ML,125.000 ML,202401
99765122,MOGU MOGU-ORANGE-ORANGE PET 320 ML,134,SOFT DRINKS-NP,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,PET,ORANGE,,320,ML,320.000 ML,202401
99765123,MOGU MOGU-MANGO-MANGO PET 320 ML,134,SOFT DRINKS-NP,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,PET,MANGO,,320,ML,320.000 ML,202401
99765124,STING BLUE CURRENT--PET 250 ML,134,SOFT DRINKS-NP,PEPSI COLA CMPNY IMPRTD-IMPRTD,STING BLUE CURRENT,PET,,,250,ML,250.000 ML,202401
99765125,RUSH BADAM DRINK-ALMOND-BADAM DRINK CAN 180 ML,134,SOFT DRINKS-NP,SUJAL DAIRY PVT LTD-NEPAL,RUSH BADAM DRINK,CAN,ALMOND,,180,ML,180.000 ML,202401
99765126,RED BULL--CAN 250 ML,134,SOFT DRINKS-NP,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,CAN,,,250,ML,250.000 ML,202401
99765127,JARUWA SPRING--PET 1000 ML,134,SOFT DRINKS-NP,BHEDETAR SPARKLING WATER-NEPAL,JARUWA SPRING,PET,,,1000,ML,1000.000 ML,202401
99765128,MOGU MOGU-PEACH-PEACH PET 320 ML,134,SOFT DRINKS-NP,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,PET,PEACH,,320,ML,320.000 ML,202401
99765129,MOGU MOGU-LYCHEE-LYCHEE PET 320 ML,134,SOFT DRINKS-NP,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,PET,LYCHEE,,320,ML,320.000 ML,202401
